neg,neu,pos
0.076,0.819,0.106
0.012,0.942,0.046
0.061,0.837,0.101
0.029,0.865,0.106
0.019,0.926,0.055
0.129,0.807,0.064
0.0,0.931,0.069
0.036,0.878,0.086
0.029,0.826,0.145
0.018,0.776,0.206
0.054,0.876,0.07
0.078,0.845,0.077
0.034,0.853,0.112
0.072,0.859,0.069
0.061,0.878,0.061
0.03,0.933,0.037
0.107,0.854,0.038
0.077,0.849,0.074
0.096,0.854,0.05
0.026,0.862,0.112
0.224,0.776,0.0
0.052,0.851,0.097
0.097,0.799,0.104
0.054,0.881,0.065
0.071,0.797,0.131
0.04,0.869,0.091
0.045,0.876,0.079
0.022,0.87,0.108
0.069,0.832,0.099
0.022,0.912,0.067
0.0,0.893,0.107
0.182,0.751,0.067
0.037,0.922,0.041
0.028,0.868,0.104
0.083,0.862,0.055
0.062,0.938,0.0
0.059,0.832,0.109
0.024,0.874,0.102
0.022,0.81,0.168
0.005,0.921,0.074
0.067,0.825,0.108
0.063,0.9,0.037
0.021,0.861,0.118
0.049,0.873,0.077
0.071,0.859,0.071
0.027,0.9,0.073
0.117,0.758,0.125
0.052,0.848,0.101
0.136,0.821,0.043
0.025,0.934,0.041
0.034,0.852,0.113
0.028,0.879,0.093
0.079,0.833,0.088
0.047,0.902,0.051
0.088,0.809,0.103
0.066,0.822,0.113
0.033,0.9,0.067
0.053,0.898,0.049
0.087,0.868,0.045
0.087,0.789,0.124
0.041,0.862,0.097
0.039,0.913,0.049
0.122,0.713,0.165
0.06,0.854,0.086
0.115,0.84,0.045
0.085,0.831,0.084
0.11,0.8,0.09
0.138,0.795,0.067
0.038,0.911,0.051
0.088,0.809,0.103
0.081,0.849,0.07
0.021,0.814,0.165
0.059,0.862,0.079
0.144,0.784,0.073
0.122,0.771,0.107
0.08,0.852,0.068
0.045,0.852,0.103
0.022,0.81,0.168
0.042,0.83,0.128
0.052,0.82,0.129
0.02,0.913,0.066
0.023,0.875,0.101
0.055,0.813,0.132
0.036,0.79,0.174
0.043,0.843,0.114
0.039,0.875,0.086
0.067,0.85,0.083
0.0,0.92,0.08
0.077,0.858,0.065
0.12,0.821,0.059
0.024,0.911,0.065
0.081,0.816,0.103
0.125,0.807,0.068
0.052,0.85,0.098
0.055,0.933,0.012
0.0,0.978,0.022
0.029,0.937,0.034
0.033,0.865,0.102
0.022,0.905,0.073
0.013,0.887,0.1
0.066,0.803,0.131
0.063,0.863,0.073
0.072,0.863,0.065
0.082,0.883,0.035
0.081,0.812,0.107
0.068,0.838,0.094
0.08,0.772,0.148
0.111,0.747,0.142
0.064,0.861,0.075
0.092,0.829,0.079
0.0,1.0,0.0
0.067,0.878,0.054
0.055,0.869,0.076
0.066,0.824,0.11
0.057,0.863,0.081
0.063,0.828,0.109
0.132,0.735,0.133
0.01,0.943,0.047
0.058,0.89,0.052
0.032,0.878,0.09
0.056,0.861,0.083
0.045,0.875,0.08
0.08,0.837,0.082
0.077,0.879,0.043
0.013,0.902,0.085
0.06,0.906,0.034
0.124,0.84,0.036
0.019,0.892,0.09
0.046,0.849,0.105
0.036,0.88,0.084
0.031,0.913,0.056
0.068,0.872,0.06
0.021,0.883,0.096
0.09,0.81,0.1
0.055,0.922,0.023
0.054,0.868,0.078
0.044,0.873,0.083
0.076,0.827,0.097
0.055,0.844,0.101
0.073,0.884,0.043
0.128,0.81,0.062
0.081,0.805,0.115
0.097,0.843,0.061
0.065,0.867,0.068
0.069,0.872,0.058
0.078,0.84,0.082
0.036,0.919,0.045
0.05,0.849,0.101
0.031,0.916,0.053
0.025,0.884,0.092
0.069,0.854,0.077
0.021,0.807,0.172
0.063,0.843,0.094
0.048,0.89,0.062
0.044,0.882,0.074
0.133,0.75,0.118
0.034,0.801,0.165
0.085,0.85,0.065
0.012,0.82,0.167
0.045,0.86,0.095
0.059,0.819,0.122
0.079,0.81,0.11
0.065,0.827,0.108
0.081,0.793,0.126
0.066,0.834,0.1
0.087,0.873,0.04
0.076,0.866,0.058
0.073,0.847,0.08
0.119,0.799,0.082
0.082,0.843,0.075
0.058,0.852,0.09
0.081,0.802,0.117
0.138,0.776,0.086
0.106,0.801,0.093
0.049,0.902,0.049
0.06,0.862,0.078
0.068,0.803,0.129
0.011,0.855,0.134
0.081,0.831,0.088
0.026,0.901,0.072
0.079,0.786,0.135
0.073,0.818,0.109
0.036,0.789,0.175
0.028,0.869,0.103
0.024,0.931,0.045
0.058,0.854,0.088
0.075,0.855,0.07
0.152,0.793,0.056
0.044,0.874,0.082
0.062,0.836,0.102
0.024,0.829,0.147
0.049,0.87,0.081
0.059,0.869,0.072
0.065,0.876,0.059
0.039,0.856,0.105
0.038,0.862,0.101
0.062,0.864,0.073
0.121,0.843,0.037
0.032,0.827,0.141
0.076,0.803,0.121
0.141,0.745,0.115
0.068,0.798,0.134
0.047,0.786,0.167
0.083,0.817,0.1
0.046,0.877,0.078
0.016,0.822,0.162
0.034,0.825,0.142
0.073,0.81,0.116
0.067,0.878,0.055
0.02,0.913,0.066
0.084,0.861,0.056
0.037,0.813,0.151
0.071,0.777,0.152
0.042,0.842,0.116
0.124,0.81,0.066
0.073,0.819,0.107
0.11,0.858,0.032
0.035,0.912,0.054
0.024,0.85,0.126
0.075,0.799,0.126
0.038,0.892,0.07
0.014,0.907,0.078
0.031,0.866,0.103
0.056,0.831,0.113
0.127,0.82,0.053
0.063,0.872,0.066
0.123,0.825,0.052
0.112,0.856,0.032
0.094,0.819,0.087
0.094,0.873,0.033
0.021,0.941,0.038
0.06,0.803,0.137
0.025,0.843,0.132
0.045,0.829,0.126
0.023,0.935,0.042
0.054,0.847,0.099
0.092,0.85,0.057
0.073,0.859,0.068
0.066,0.818,0.116
0.069,0.841,0.091
0.057,0.825,0.118
0.03,0.859,0.111
0.041,0.896,0.062
0.11,0.841,0.049
0.066,0.884,0.051
0.11,0.801,0.089
0.189,0.755,0.056
0.086,0.87,0.044
0.044,0.923,0.033
0.056,0.892,0.052
0.028,0.859,0.112
0.053,0.85,0.097
0.012,0.799,0.189
0.042,0.81,0.148
0.038,0.962,0.0
0.093,0.893,0.014
0.013,0.857,0.13
0.062,0.861,0.077
0.11,0.744,0.146
0.072,0.804,0.124
0.052,0.857,0.091
0.052,0.82,0.129
0.022,0.818,0.16
0.057,0.859,0.084
0.056,0.883,0.061
0.152,0.818,0.031
0.013,0.881,0.105
0.072,0.918,0.01
0.081,0.845,0.074
0.037,0.88,0.083
0.192,0.779,0.029
0.087,0.838,0.074
0.053,0.895,0.052
0.017,0.953,0.03
0.0,0.905,0.095
0.0,0.877,0.123
0.029,0.887,0.085
0.023,0.891,0.086
0.061,0.832,0.107
0.027,0.865,0.108
0.045,0.898,0.057
0.184,0.761,0.055
0.051,0.761,0.189
0.034,0.847,0.119
0.063,0.854,0.082
0.05,0.888,0.062
0.044,0.929,0.027
0.059,0.896,0.045
0.053,0.846,0.102
0.132,0.786,0.082
0.065,0.823,0.111
0.032,0.902,0.066
0.067,0.903,0.03
0.024,0.865,0.111
0.0,0.806,0.194
0.06,0.835,0.105
0.025,0.793,0.182
0.046,0.861,0.092
0.046,0.893,0.062
0.079,0.878,0.043
0.111,0.831,0.058
0.078,0.875,0.047
0.098,0.817,0.085
0.0,1.0,0.0
0.063,0.849,0.088
0.087,0.851,0.062
0.132,0.786,0.082
0.085,0.857,0.058
0.054,0.886,0.059
0.021,0.918,0.061
0.098,0.817,0.085
0.046,0.888,0.066
0.147,0.818,0.035
0.107,0.829,0.064
0.062,0.878,0.061
0.082,0.863,0.054
0.082,0.859,0.059
0.0,0.934,0.066
0.121,0.801,0.078
0.066,0.863,0.071
0.054,0.864,0.082
0.027,0.827,0.146
0.059,0.883,0.058
0.122,0.827,0.051
0.034,0.941,0.025
0.053,0.916,0.03
0.054,0.855,0.091
0.036,0.806,0.157
0.043,0.815,0.142
0.0,0.951,0.049
0.061,0.82,0.119
0.016,0.867,0.117
0.034,0.859,0.107
0.044,0.888,0.069
0.078,0.805,0.117
0.065,0.834,0.101
0.033,0.862,0.106
0.139,0.764,0.097
0.053,0.835,0.113
0.072,0.853,0.074
0.037,0.867,0.096
0.088,0.881,0.031
0.031,0.922,0.047
0.064,0.808,0.127
0.172,0.785,0.043
0.019,0.848,0.133
0.03,0.836,0.134
0.038,0.928,0.033
0.066,0.837,0.097
0.043,0.89,0.067
0.068,0.813,0.12
0.089,0.819,0.092
0.051,0.858,0.09
0.035,0.888,0.077
0.04,0.809,0.151
0.068,0.857,0.075
0.062,0.884,0.054
0.081,0.882,0.038
0.099,0.901,0.0
0.025,0.87,0.105
0.049,0.838,0.113
0.061,0.854,0.086
0.056,0.86,0.084
0.062,0.808,0.13
0.03,0.905,0.065
0.0,0.797,0.203
0.0,0.897,0.103
0.086,0.783,0.13
0.064,0.833,0.104
0.039,0.839,0.122
0.035,0.881,0.084
0.021,0.872,0.107
0.082,0.818,0.1
0.069,0.825,0.106
0.105,0.858,0.037
0.129,0.783,0.088
0.088,0.842,0.07
0.088,0.859,0.053
0.062,0.89,0.048
0.0,0.949,0.051
0.076,0.852,0.072
0.016,0.895,0.089
0.062,0.834,0.104
0.119,0.823,0.058
0.091,0.851,0.058
0.048,0.888,0.064
0.048,0.922,0.03
0.038,0.895,0.067
0.063,0.877,0.06
0.048,0.879,0.073
0.032,0.931,0.037
0.028,0.85,0.122
0.067,0.837,0.096
0.11,0.854,0.036
0.084,0.778,0.138
0.055,0.851,0.094
0.067,0.843,0.09
0.045,0.75,0.204
0.075,0.857,0.068
0.065,0.857,0.078
0.068,0.85,0.082
0.024,0.934,0.041
0.019,0.913,0.068
0.055,0.851,0.094
0.094,0.827,0.079
0.065,0.83,0.106
0.07,0.799,0.131
0.036,0.878,0.086
0.066,0.855,0.079
0.056,0.822,0.122
0.055,0.817,0.128
0.095,0.813,0.091
0.027,0.866,0.107
0.042,0.813,0.145
0.056,0.88,0.064
0.059,0.778,0.163
0.061,0.878,0.061
0.022,0.897,0.081
0.044,0.798,0.158
0.064,0.885,0.051
0.037,0.822,0.141
0.19,0.689,0.121
0.017,0.967,0.015
0.038,0.794,0.168
0.011,0.745,0.244
0.079,0.821,0.1
0.122,0.786,0.092
0.086,0.873,0.041
0.045,0.794,0.161
0.154,0.744,0.102
0.055,0.785,0.16
0.058,0.878,0.063
0.075,0.849,0.076
0.062,0.859,0.079
0.03,0.849,0.121
0.053,0.855,0.092
0.052,0.83,0.119
0.011,0.947,0.042
0.035,0.936,0.029
0.045,0.868,0.087
0.018,0.888,0.094
0.101,0.796,0.102
0.04,0.887,0.072
0.072,0.928,0.0
0.017,0.88,0.103
0.011,0.899,0.09
0.111,0.838,0.051
0.057,0.856,0.087
0.036,0.926,0.038
0.031,0.904,0.064
0.098,0.809,0.094
0.06,0.783,0.157
0.019,0.907,0.074
0.043,0.917,0.04
0.049,0.898,0.054
0.024,0.976,0.0
0.015,0.878,0.108
0.052,0.877,0.071
0.012,0.829,0.159
0.06,0.896,0.044
0.03,0.936,0.034
0.058,0.885,0.057
0.054,0.784,0.162
0.022,0.85,0.128
0.041,0.83,0.129
0.077,0.844,0.079
0.07,0.809,0.121
0.067,0.899,0.034
0.051,0.885,0.064
0.076,0.882,0.043
0.074,0.82,0.106
0.062,0.848,0.09
0.039,0.9,0.062
0.084,0.814,0.102
0.047,0.93,0.023
0.034,0.797,0.169
0.053,0.847,0.1
0.037,0.849,0.113
0.057,0.922,0.021
0.055,0.849,0.095
0.04,0.911,0.049
0.068,0.875,0.057
0.048,0.863,0.089
0.067,0.863,0.07
0.078,0.898,0.024
0.034,0.788,0.178
0.096,0.755,0.149
0.07,0.872,0.058
0.072,0.846,0.082
0.013,0.877,0.109
0.069,0.796,0.134
0.053,0.838,0.109
0.066,0.81,0.124
0.132,0.802,0.066
0.052,0.912,0.036
0.08,0.889,0.031
0.094,0.781,0.125
0.03,0.909,0.061
0.065,0.856,0.079
0.085,0.822,0.093
0.071,0.84,0.089
0.052,0.884,0.064
0.043,0.9,0.057
0.096,0.826,0.078
0.082,0.782,0.136
0.016,0.875,0.11
0.081,0.791,0.128
0.028,0.78,0.192
0.083,0.777,0.14
0.102,0.767,0.131
0.135,0.803,0.062
0.081,0.85,0.069
0.079,0.823,0.098
0.088,0.862,0.05
0.024,0.976,0.0
0.026,0.947,0.027
0.066,0.837,0.097
0.06,0.819,0.121
0.086,0.859,0.055
0.165,0.766,0.069
0.056,0.944,0.0
0.063,0.79,0.147
0.031,0.909,0.06
0.089,0.806,0.105
0.028,0.935,0.036
0.051,0.844,0.105
0.126,0.743,0.132
0.056,0.874,0.07
0.062,0.845,0.092
0.061,0.822,0.118
0.123,0.805,0.073
0.05,0.84,0.11
0.052,0.914,0.034
0.012,0.972,0.015
0.052,0.903,0.045
0.014,0.854,0.132
0.03,0.93,0.041
0.085,0.852,0.063
0.053,0.888,0.059
0.053,0.816,0.131
0.072,0.899,0.029
0.123,0.841,0.037
0.0,1.0,0.0
0.08,0.791,0.129
0.08,0.791,0.129
0.093,0.828,0.079
0.0,0.922,0.078
0.069,0.839,0.092
0.04,0.882,0.079
0.032,0.872,0.096
0.065,0.807,0.128
0.045,0.93,0.025
0.13,0.739,0.131
0.043,0.876,0.081
0.089,0.862,0.048
0.028,0.924,0.048
0.159,0.695,0.146
0.104,0.841,0.055
0.015,0.868,0.117
0.096,0.839,0.064
0.101,0.835,0.064
0.032,0.944,0.023
0.052,0.861,0.087
0.019,0.885,0.097
0.108,0.864,0.028
0.043,0.897,0.06
0.023,0.864,0.113
0.07,0.906,0.024
0.046,0.934,0.02
0.028,0.898,0.074
0.07,0.86,0.07
0.112,0.844,0.044
0.078,0.813,0.109
0.029,0.912,0.059
0.072,0.872,0.056
0.088,0.841,0.071
0.087,0.79,0.123
0.066,0.874,0.06
0.023,0.869,0.108
0.102,0.849,0.049
0.052,0.868,0.08
0.051,0.826,0.123
0.059,0.831,0.11
0.066,0.893,0.04
0.023,0.863,0.114
0.042,0.885,0.073
0.095,0.793,0.112
0.065,0.861,0.074
0.161,0.736,0.103
0.0,0.867,0.133
0.063,0.818,0.119
0.044,0.835,0.121
0.009,0.868,0.123
0.046,0.882,0.072
0.068,0.876,0.056
0.053,0.902,0.045
0.045,0.882,0.073
0.036,0.904,0.06
0.063,0.811,0.126
0.032,0.886,0.082
0.042,0.84,0.118
0.031,0.832,0.137
0.111,0.803,0.086
0.066,0.843,0.091
0.1,0.874,0.026
0.033,0.89,0.077
0.031,0.857,0.112
0.024,0.937,0.04
0.041,0.851,0.108
0.035,0.829,0.135
0.013,0.91,0.076
0.02,0.86,0.12
0.051,0.916,0.033
0.036,0.885,0.079
0.098,0.812,0.09
0.088,0.85,0.062
0.131,0.818,0.051
0.027,0.939,0.034
0.011,0.89,0.099
0.1,0.881,0.019
0.028,0.86,0.112
0.062,0.881,0.057
0.0,0.969,0.031
0.076,0.864,0.06
0.11,0.757,0.133
0.026,0.897,0.077
0.078,0.778,0.144
0.024,0.877,0.099
0.0,0.884,0.116
0.051,0.887,0.061
0.078,0.832,0.089
0.0,0.923,0.077
0.071,0.849,0.08
0.115,0.779,0.106
0.0,0.969,0.031
0.037,0.867,0.096
0.0,1.0,0.0
0.0,0.863,0.137
0.0,0.851,0.149
0.072,0.822,0.106
0.073,0.894,0.032
0.081,0.832,0.087
0.053,0.839,0.107
0.075,0.829,0.097
0.0,0.889,0.111
0.066,0.889,0.045
0.135,0.759,0.106
0.083,0.861,0.056
0.027,0.88,0.093
0.068,0.859,0.074
0.031,0.903,0.066
0.076,0.767,0.157
0.034,0.928,0.038
0.0,0.976,0.024
0.034,0.884,0.082
0.056,0.834,0.11
0.03,0.855,0.114
0.011,0.873,0.116
0.008,0.797,0.195
0.046,0.877,0.077
0.024,0.885,0.09
0.071,0.87,0.058
0.0,0.935,0.065
0.0,0.936,0.064
0.129,0.814,0.057
0.058,0.82,0.122
0.035,0.879,0.087
0.019,0.932,0.049
0.012,0.95,0.039
0.009,0.908,0.083
0.0,0.952,0.048
0.119,0.824,0.057
0.051,0.851,0.098
0.018,0.796,0.186
0.034,0.887,0.079
0.073,0.847,0.08
0.077,0.744,0.179
0.089,0.856,0.055
0.044,0.898,0.057
0.041,0.945,0.014
0.027,0.864,0.109
0.079,0.865,0.055
0.048,0.757,0.196
0.016,0.878,0.105
0.022,0.862,0.116
0.0,0.972,0.028
0.033,0.947,0.02
0.05,0.879,0.071
0.021,0.931,0.048
0.062,0.917,0.021
0.021,0.869,0.11
0.026,0.935,0.039
0.06,0.86,0.08
0.046,0.918,0.035
0.041,0.889,0.07
0.151,0.792,0.057
0.087,0.852,0.061
0.103,0.849,0.048
0.058,0.85,0.092
0.051,0.858,0.091
0.051,0.875,0.074
0.052,0.824,0.124
0.059,0.889,0.052
0.023,0.887,0.09
0.065,0.874,0.061
0.088,0.828,0.083
0.013,0.703,0.285
0.04,0.874,0.086
0.098,0.855,0.047
0.063,0.842,0.095
0.074,0.894,0.032
0.031,0.885,0.084
0.047,0.871,0.082
0.089,0.833,0.077
0.027,0.898,0.075
0.253,0.703,0.044
0.102,0.802,0.096
0.114,0.793,0.093
0.014,0.94,0.046
0.149,0.778,0.074
0.046,0.937,0.017
0.074,0.877,0.049
0.078,0.893,0.029
0.073,0.853,0.074
0.097,0.872,0.032
0.026,0.874,0.1
0.06,0.884,0.057
0.06,0.895,0.046
0.062,0.851,0.087
0.088,0.912,0.0
0.064,0.899,0.037
0.1,0.841,0.06
0.108,0.805,0.087
0.055,0.806,0.139
0.095,0.731,0.174
0.039,0.906,0.055
0.069,0.802,0.129
0.056,0.928,0.016
0.06,0.87,0.069
0.074,0.843,0.084
0.031,0.888,0.081
0.139,0.826,0.036
0.081,0.88,0.039
0.081,0.846,0.073
0.065,0.853,0.082
0.0,0.968,0.032
0.078,0.834,0.088
0.037,0.847,0.115
0.052,0.867,0.081
0.027,0.84,0.133
0.098,0.882,0.02
0.05,0.84,0.11
0.054,0.825,0.121
0.043,0.853,0.104
0.1,0.811,0.089
0.1,0.855,0.045
0.073,0.835,0.092
0.055,0.891,0.055
0.054,0.902,0.044
0.074,0.879,0.047
0.0,1.0,0.0
0.114,0.811,0.075
0.142,0.812,0.045
0.043,0.873,0.084
0.056,0.875,0.068
0.061,0.845,0.094
0.101,0.864,0.035
0.045,0.863,0.092
0.044,0.901,0.055
0.056,0.802,0.142
0.034,0.966,0.0
0.054,0.871,0.075
0.064,0.851,0.085
0.0,0.768,0.232
0.073,0.776,0.152
0.106,0.864,0.03
0.023,0.915,0.063
0.068,0.821,0.111
0.034,0.92,0.046
0.058,0.813,0.13
0.133,0.771,0.096
0.071,0.843,0.086
0.126,0.781,0.093
0.028,0.874,0.098
0.08,0.877,0.043
0.048,0.856,0.096
0.025,0.836,0.139
0.032,0.864,0.104
0.062,0.875,0.063
0.044,0.91,0.046
0.171,0.701,0.128
0.068,0.867,0.065
0.084,0.856,0.06
0.081,0.83,0.089
0.026,0.877,0.096
0.064,0.885,0.051
0.048,0.863,0.089
0.019,0.927,0.054
0.048,0.841,0.111
0.092,0.87,0.038
0.052,0.902,0.045
0.039,0.861,0.1
0.051,0.89,0.059
0.014,0.841,0.145
0.18,0.745,0.075
0.08,0.881,0.039
0.059,0.879,0.062
0.152,0.78,0.069
0.081,0.87,0.049
0.054,0.884,0.062
0.027,0.955,0.018
0.078,0.703,0.219
0.039,0.786,0.175
0.093,0.756,0.151
0.067,0.864,0.069
0.023,0.972,0.005
0.053,0.886,0.061
0.062,0.88,0.058
0.012,0.932,0.056
0.046,0.929,0.025
0.046,0.929,0.025
0.097,0.848,0.055
0.052,0.922,0.026
0.128,0.827,0.045
0.04,0.889,0.071
0.043,0.81,0.147
0.073,0.84,0.087
0.045,0.927,0.028
0.063,0.827,0.11
0.115,0.837,0.048
0.081,0.856,0.063
0.039,0.896,0.065
0.078,0.885,0.038
0.075,0.859,0.067
0.056,0.88,0.063
0.082,0.825,0.094
0.038,0.829,0.133
0.013,0.927,0.061
0.039,0.896,0.065
0.026,0.901,0.074
0.063,0.888,0.05
0.098,0.809,0.092
0.044,0.86,0.096
0.114,0.79,0.095
0.047,0.87,0.083
0.019,0.899,0.081
0.0,1.0,0.0
0.07,0.85,0.08
0.145,0.768,0.086
0.046,0.898,0.056
0.106,0.803,0.091
0.023,0.933,0.044
0.103,0.845,0.051
0.064,0.912,0.024
0.0,0.917,0.083
0.033,0.897,0.069
0.041,0.926,0.034
0.081,0.842,0.077
0.104,0.753,0.143
0.114,0.756,0.129
0.201,0.735,0.064
0.057,0.839,0.104
0.043,0.858,0.1
0.031,0.877,0.092
0.079,0.846,0.075
0.061,0.895,0.044
0.055,0.837,0.108
0.106,0.84,0.054
0.034,0.908,0.058
0.105,0.877,0.018
0.139,0.843,0.018
0.059,0.849,0.092
0.109,0.826,0.064
0.059,0.896,0.046
0.079,0.846,0.075
0.061,0.895,0.044
0.055,0.837,0.108
0.106,0.84,0.054
0.034,0.908,0.058
0.105,0.877,0.018
0.139,0.843,0.018
0.059,0.849,0.092
0.109,0.826,0.064
0.059,0.896,0.046
0.041,0.857,0.102
0.104,0.829,0.067
0.058,0.889,0.053
0.099,0.783,0.118
0.16,0.726,0.115
0.12,0.772,0.108
0.069,0.84,0.091
0.097,0.844,0.059
0.072,0.747,0.18
0.166,0.799,0.035
0.008,0.978,0.014
0.168,0.801,0.031
0.108,0.765,0.127
0.078,0.809,0.113
0.077,0.87,0.053
0.137,0.81,0.053
0.015,0.893,0.092
0.025,0.924,0.051
0.054,0.909,0.036
0.11,0.762,0.128
0.137,0.808,0.055
0.086,0.797,0.117
0.029,0.879,0.092
0.029,0.879,0.092
0.054,0.896,0.05
0.183,0.8,0.017
0.043,0.859,0.098
0.129,0.764,0.107
0.06,0.92,0.02
0.068,0.822,0.109
0.113,0.816,0.071
0.083,0.82,0.097
0.103,0.819,0.078
0.038,0.903,0.059
0.102,0.841,0.057
0.057,0.899,0.044
0.095,0.905,0.0
0.107,0.735,0.159
0.105,0.802,0.093
0.147,0.816,0.037
0.132,0.868,0.0
0.069,0.845,0.086
0.038,0.822,0.14
0.114,0.848,0.038
0.049,0.872,0.079
0.142,0.798,0.06
0.151,0.819,0.031
0.06,0.897,0.043
0.038,0.844,0.118
0.263,0.709,0.028
0.112,0.807,0.081
0.089,0.848,0.062
0.0,1.0,0.0
0.118,0.869,0.013
0.169,0.769,0.062
0.176,0.816,0.008
0.199,0.722,0.079
0.111,0.827,0.062
0.054,0.837,0.109
0.141,0.806,0.053
0.078,0.909,0.014
0.068,0.826,0.106
0.16,0.802,0.038
0.111,0.862,0.027
0.071,0.861,0.068
0.063,0.879,0.058
0.058,0.872,0.07
0.074,0.865,0.06
0.178,0.805,0.017
0.159,0.798,0.043
0.148,0.789,0.063
0.187,0.765,0.048
0.066,0.885,0.049
0.101,0.815,0.084
0.011,0.902,0.087
0.064,0.901,0.035
0.031,0.969,0.0
0.082,0.845,0.073
0.159,0.785,0.056
0.108,0.836,0.056
0.096,0.806,0.098
0.093,0.844,0.063
0.095,0.868,0.037
0.1,0.827,0.073
0.033,0.853,0.114
0.045,0.863,0.092
0.054,0.819,0.127
0.133,0.797,0.07
0.089,0.798,0.112
0.11,0.792,0.098
0.163,0.808,0.029
0.053,0.824,0.124
0.057,0.87,0.073
0.124,0.746,0.13
0.139,0.835,0.026
0.128,0.738,0.134
0.051,0.777,0.172
0.1,0.825,0.075
0.106,0.824,0.07
0.04,0.874,0.087
0.146,0.804,0.051
0.102,0.802,0.095
0.067,0.919,0.014
0.171,0.786,0.043
0.104,0.84,0.056
0.111,0.833,0.055
0.042,0.881,0.078
0.086,0.914,0.0
0.121,0.819,0.06
0.041,0.822,0.137
0.085,0.846,0.069
0.131,0.813,0.056
0.138,0.774,0.088
0.094,0.841,0.065
0.123,0.832,0.045
0.109,0.868,0.024
0.09,0.891,0.019
0.134,0.822,0.044
0.105,0.8,0.095
0.152,0.786,0.062
0.135,0.84,0.024
0.092,0.871,0.037
0.159,0.756,0.085
0.076,0.824,0.1
0.092,0.795,0.113
0.19,0.741,0.069
0.111,0.82,0.069
0.096,0.846,0.057
0.113,0.862,0.025
0.22,0.741,0.039
0.066,0.881,0.053
0.108,0.794,0.098
0.126,0.797,0.077
0.066,0.822,0.112
0.038,0.882,0.08
0.045,0.921,0.033
0.079,0.805,0.116
0.036,0.908,0.056
0.051,0.919,0.03
0.209,0.746,0.045
0.072,0.899,0.029
0.077,0.827,0.095
0.171,0.829,0.0
0.226,0.675,0.099
0.025,0.848,0.127
0.0,1.0,0.0
0.057,0.879,0.064
0.087,0.866,0.047
0.1,0.858,0.043
0.205,0.75,0.044
0.046,0.928,0.026
0.11,0.795,0.095
0.2,0.753,0.047
0.178,0.752,0.07
0.033,0.822,0.145
0.178,0.764,0.058
0.065,0.9,0.035
0.101,0.811,0.088
0.062,0.84,0.098
0.184,0.804,0.012
0.131,0.793,0.076
0.052,0.81,0.138
0.107,0.781,0.112
0.175,0.778,0.047
0.065,0.866,0.07
0.071,0.768,0.161
0.116,0.803,0.081
0.111,0.842,0.047
0.152,0.812,0.036
0.068,0.82,0.112
0.123,0.795,0.082
0.14,0.831,0.029
0.134,0.726,0.14
0.078,0.792,0.13
0.042,0.878,0.08
0.065,0.816,0.119
0.108,0.775,0.117
0.117,0.807,0.077
0.0,0.771,0.229
0.015,0.812,0.173
0.038,0.909,0.053
0.105,0.815,0.08
0.09,0.868,0.042
0.113,0.832,0.055
0.08,0.831,0.089
0.113,0.761,0.126
0.087,0.861,0.051
0.181,0.761,0.057
0.106,0.836,0.058
0.128,0.849,0.024
0.0,0.859,0.141
0.071,0.823,0.106
0.037,0.823,0.14
0.098,0.765,0.137
0.129,0.772,0.099
0.114,0.838,0.048
0.093,0.771,0.136
0.143,0.822,0.035
0.062,0.772,0.166
0.086,0.872,0.042
0.164,0.782,0.053
0.028,0.921,0.052
0.0,0.897,0.103
0.051,0.793,0.156
0.099,0.791,0.111
0.129,0.818,0.054
0.094,0.799,0.107
0.057,0.872,0.071
0.089,0.856,0.055
0.117,0.843,0.04
0.104,0.805,0.091
0.118,0.812,0.07
0.145,0.803,0.052
0.046,0.853,0.101
0.044,0.824,0.132
0.124,0.772,0.104
0.158,0.734,0.109
0.054,0.827,0.119
0.087,0.786,0.127
0.214,0.737,0.049
0.143,0.804,0.053
0.08,0.858,0.061
0.103,0.795,0.103
0.099,0.799,0.103
0.084,0.887,0.029
0.042,0.884,0.074
0.135,0.808,0.056
0.104,0.853,0.043
0.096,0.825,0.079
0.086,0.771,0.143
0.153,0.798,0.049
0.089,0.834,0.077
0.072,0.852,0.076
0.071,0.838,0.092
0.0,0.951,0.049
0.183,0.731,0.086
0.153,0.757,0.09
0.121,0.823,0.056
0.065,0.767,0.168
0.066,0.857,0.077
0.078,0.895,0.027
0.059,0.845,0.096
0.078,0.735,0.187
0.116,0.778,0.105
0.023,0.845,0.131
0.068,0.823,0.109
0.053,0.856,0.092
0.0,0.962,0.038
0.145,0.828,0.027
0.182,0.794,0.025
0.191,0.757,0.052
0.075,0.846,0.079
0.201,0.769,0.03
0.077,0.808,0.115
0.048,0.952,0.0
0.163,0.77,0.067
0.11,0.848,0.042
0.104,0.835,0.06
0.147,0.809,0.045
0.08,0.832,0.088
0.038,0.88,0.082
0.097,0.782,0.121
0.107,0.835,0.058
0.049,0.882,0.069
0.083,0.766,0.151
0.057,0.864,0.079
0.105,0.798,0.097
0.072,0.9,0.028
0.124,0.782,0.094
0.052,0.86,0.088
0.121,0.847,0.033
0.147,0.78,0.073
0.068,0.796,0.136
0.089,0.848,0.063
0.058,0.844,0.098
0.055,0.864,0.081
0.063,0.846,0.091
0.07,0.832,0.098
0.087,0.823,0.09
0.027,0.86,0.112
0.059,0.88,0.061
