PERSON,ORG,FAC,GPE,NORP,LOC,PRODUCT,EVENT,WORK_OF_ART,LAW,LANGUAGE,DATE,TIME,PERCENT,MONEY,CARDINAL,QUANTITY,ORDINAL
17,18,0,4,7,9,9,0,0,0,0,8,0,3,0,3,0,1
241,178,21,105,35,8,16,1,8,3,0,87,3,0,12,49,2,7
16,39,1,19,8,1,0,1,0,10,0,25,1,0,1,6,0,0
8,13,1,12,1,2,2,0,0,0,0,8,0,0,1,4,0,0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,4,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
5,5,1,4,1,0,0,0,0,0,0,6,1,0,0,0,0,0
7,4,0,2,2,0,0,0,1,0,0,0,1,0,2,2,0,0
3,1,1,3,1,0,0,0,0,0,0,4,1,0,0,3,0,0
5,10,1,8,4,2,0,0,0,0,0,5,0,0,0,1,0,0
4,9,0,4,5,0,0,0,1,0,0,1,0,0,0,0,0,1
21,12,0,25,6,3,2,0,0,0,0,10,3,0,0,4,0,0
22,51,3,56,42,2,0,2,0,0,0,15,3,1,0,6,0,0
4,7,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1
6,20,1,4,0,3,1,0,0,0,0,3,0,0,0,5,0,3
3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,17,1,19,22,11,2,0,0,1,0,5,0,0,0,4,0,0
7,7,1,12,2,1,0,0,0,0,0,5,1,0,0,1,0,0
26,18,0,12,15,0,3,0,0,0,0,6,0,0,0,4,0,0
5,4,0,5,3,0,0,0,0,0,0,2,0,0,0,0,0,0
40,75,2,39,12,2,5,2,2,0,0,10,0,0,0,6,0,0
4,17,0,8,6,0,4,0,0,0,0,7,0,0,0,4,0,0
10,13,0,6,1,1,0,0,1,0,0,4,0,0,0,0,0,0
3,10,0,8,1,0,0,0,0,0,0,2,0,0,0,0,0,0
2,5,0,4,2,1,0,2,0,0,0,4,0,0,0,3,1,0
8,5,0,1,1,1,0,0,0,0,0,2,0,0,1,1,0,0
13,15,0,22,8,1,1,0,0,0,0,5,1,1,0,0,0,2
34,53,3,106,13,6,4,1,1,10,0,32,1,0,4,15,0,3
8,4,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
7,22,1,25,8,1,2,0,0,1,0,11,1,0,0,6,0,1
8,4,0,3,1,0,0,1,1,0,0,4,1,0,0,2,0,0
3,17,1,19,19,1,0,0,0,0,1,6,0,0,2,5,0,0
6,2,0,2,0,0,1,0,1,0,0,4,0,0,0,0,0,0
37,23,3,30,7,1,10,1,1,1,0,15,0,0,1,8,0,0
6,28,3,10,4,3,4,0,1,0,0,7,0,0,0,3,0,1
7,5,3,0,0,0,1,0,0,0,0,1,3,0,0,2,0,1
82,130,0,15,4,1,11,1,1,3,0,43,0,1,4,13,0,1
4,9,0,5,2,0,1,0,0,0,0,4,1,0,0,1,0,2
5,7,2,1,0,0,0,0,1,0,0,4,3,0,1,0,0,0
28,20,1,8,15,0,3,0,0,0,0,10,0,0,0,3,0,2
7,6,0,4,3,2,1,1,2,0,0,5,1,0,1,3,0,1
4,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
47,119,3,31,22,3,2,4,3,2,0,39,1,0,2,16,0,5
38,23,2,18,9,2,2,1,0,1,0,11,1,0,1,5,0,0
6,3,0,2,2,1,0,0,0,0,0,2,1,0,0,1,0,0
128,165,8,92,68,11,10,6,12,0,0,48,0,0,6,32,0,5
45,14,1,22,10,2,5,0,0,0,0,6,0,0,0,16,0,4
52,57,2,28,15,2,3,2,1,0,0,19,1,0,0,16,0,1
8,8,1,1,0,0,0,0,1,0,0,1,2,0,1,0,0,1
19,12,1,10,5,0,1,0,0,1,0,9,0,0,0,2,0,1
34,40,2,39,14,3,8,2,0,0,0,8,2,0,0,1,0,1
36,19,1,31,13,3,2,2,0,0,0,16,0,1,0,4,0,0
22,17,0,4,1,0,0,0,0,0,0,4,0,1,0,3,0,2
19,46,0,15,9,0,1,1,1,1,0,11,0,0,0,7,0,0
25,8,1,0,12,0,0,0,0,0,0,5,0,0,0,1,0,0
2,0,0,0,0,0,1,0,0,0,0,3,0,11,3,2,0,0
13,12,0,11,5,0,1,0,0,0,0,3,0,1,0,1,0,1
0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,0,0
14,35,0,12,9,0,2,1,0,0,0,13,0,0,0,3,0,0
7,22,2,23,6,1,1,0,2,0,0,2,0,0,0,6,0,0
14,21,0,6,5,1,1,0,0,0,0,5,0,0,1,1,0,1
4,2,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0
8,12,1,6,0,1,0,0,0,0,0,3,0,0,0,0,0,0
1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,26,0,25,8,3,6,0,0,0,0,26,1,8,2,4,0,0
89,97,5,58,17,11,19,1,1,1,1,47,6,3,13,34,0,3
12,3,0,4,8,0,5,0,0,0,0,3,0,0,0,1,0,2
2,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0
5,1,0,3,1,0,0,0,0,0,0,2,0,0,0,1,0,0
5,6,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2
28,23,1,40,8,2,11,0,1,1,0,12,0,3,2,14,0,0
17,14,5,4,7,1,4,0,0,0,0,11,2,0,4,1,0,1
47,36,0,11,9,1,9,1,0,0,0,19,7,0,0,10,0,0
16,13,0,7,3,0,3,0,0,0,0,5,0,0,0,2,0,0
13,5,0,8,0,0,0,0,0,0,0,4,1,0,1,0,0,0
8,10,0,4,8,0,1,0,0,0,0,6,1,0,0,0,0,2
8,3,0,4,0,3,1,1,1,0,0,4,0,0,1,4,0,1
4,16,0,6,3,0,2,0,0,0,0,6,0,0,1,3,0,0
11,21,0,7,1,0,1,0,0,0,0,7,1,0,0,2,0,0
6,3,0,2,0,0,1,0,0,0,0,4,0,0,0,2,0,0
46,58,4,44,11,3,12,0,0,0,0,24,4,0,4,13,0,2
78,35,1,10,5,0,7,0,0,0,0,6,0,0,0,1,0,0
2,5,0,3,1,1,1,0,1,0,0,3,0,0,2,1,0,0
4,3,0,7,0,0,1,0,0,0,0,3,2,0,0,0,0,0
8,4,0,4,4,1,0,0,0,0,0,2,0,3,0,1,0,0
5,4,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0
6,3,0,2,1,1,0,0,0,0,0,3,2,2,3,0,0,1
1,3,0,1,0,0,2,0,0,0,0,1,0,0,0,1,1,0
6,2,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0
13,6,1,9,4,1,3,0,0,0,0,7,0,0,0,5,0,2
9,1,0,10,4,0,1,0,0,0,0,2,3,0,0,0,0,0
2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,1,27,11,3,1,0,0,0,0,1,0,5,1,4,0,0
168,76,1,56,32,13,24,1,1,0,0,53,4,1,7,40,1,13
18,14,0,0,3,0,0,0,0,0,1,11,3,0,0,8,0,2
3,2,0,1,0,0,0,0,0,0,0,9,2,3,0,3,0,0
4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,0,4,0,0,0,0,0,0,0,2,0,0,0,2,1,0
8,8,0,7,2,2,2,1,1,0,0,4,1,0,3,4,0,0
6,5,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0
10,2,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8,8,0,8,1,0,0,0,0,0,0,3,0,0,0,0,1,0
123,93,0,148,47,11,3,4,1,2,0,43,0,0,4,14,0,3
15,23,0,3,3,1,0,0,0,0,0,6,1,1,1,8,0,1
23,10,0,4,3,0,1,0,0,0,0,8,1,0,0,1,0,1
115,173,1,20,9,1,0,2,0,4,0,74,1,2,28,19,0,2
4,6,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1
6,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4,5,0,9,2,0,0,0,1,0,0,5,1,1,1,1,0,0
175,159,1,107,55,12,12,3,0,0,0,45,2,0,2,22,0,7
6,6,3,0,0,0,0,1,0,0,0,2,2,0,0,1,0,1
66,45,0,10,7,4,4,0,1,0,0,17,1,0,3,8,0,2
103,60,1,37,10,2,2,0,1,1,0,17,0,1,0,15,0,3
17,20,0,3,0,0,3,0,0,2,0,5,1,0,0,1,0,2
6,5,0,0,3,0,0,0,0,0,0,2,0,0,0,2,1,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16,12,2,10,0,0,0,0,0,0,0,9,0,0,0,4,0,1
26,19,0,3,2,0,0,1,0,0,0,7,0,0,0,3,0,1
54,58,0,10,4,2,2,0,0,0,0,20,0,0,6,5,0,1
13,8,1,9,5,0,1,0,0,0,0,4,0,0,0,1,0,0
6,10,1,6,0,0,0,0,0,0,0,2,0,0,0,2,0,4
3,2,0,5,4,0,0,0,0,0,0,3,0,0,0,0,0,0
7,11,0,7,0,0,1,1,1,0,0,5,0,0,0,0,0,1
5,5,4,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1
14,21,0,15,10,1,0,0,0,0,0,3,0,0,0,0,0,1
9,18,0,48,11,0,1,0,0,0,0,5,0,0,0,3,0,0
36,75,1,28,3,5,15,3,2,0,0,15,1,0,1,3,0,3
7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,8,0,3,3,1,4,0,0,0,0,6,0,0,0,2,0,0
4,6,1,5,1,0,0,0,0,1,0,3,0,0,0,0,0,0
26,63,2,41,14,1,1,1,0,0,0,24,4,0,2,5,0,5
20,24,0,11,4,0,1,1,0,0,0,2,0,0,0,0,0,0
29,19,0,7,3,4,0,0,0,0,0,9,0,0,0,4,0,1
0,3,0,4,2,0,0,0,0,0,0,1,0,0,0,1,0,0
45,55,2,8,15,2,4,0,1,0,0,17,1,0,2,13,0,0
9,3,0,9,1,0,0,0,0,0,0,4,0,0,0,3,0,0
16,19,0,5,5,0,0,0,0,0,0,4,0,0,0,1,0,0
1,15,0,19,7,3,0,0,0,0,0,7,0,0,0,2,1,0
6,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
18,11,0,0,0,0,1,0,1,0,0,6,0,0,0,1,0,0
76,65,3,59,29,1,3,1,4,1,0,11,3,1,0,79,0,7
14,26,0,15,2,0,2,0,0,0,0,8,0,0,0,3,1,0
3,3,0,2,0,0,0,0,0,0,0,6,0,0,1,2,0,0
7,19,3,6,2,1,1,1,0,0,0,8,0,0,2,1,0,0
7,1,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0
21,59,1,112,36,3,5,2,1,0,0,17,0,0,0,7,0,1
5,4,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
15,26,0,35,9,5,0,4,0,0,0,5,0,0,1,6,0,1
40,48,3,40,24,4,4,1,1,0,0,20,0,0,0,8,0,1
4,3,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
11,21,0,4,0,0,1,0,0,0,0,10,0,0,0,2,0,1
8,25,0,10,0,1,0,0,0,4,0,5,0,0,4,4,0,4
16,5,0,5,4,2,1,0,0,0,0,10,4,0,0,4,0,1
58,122,2,56,33,6,4,6,1,0,1,38,2,0,6,19,0,3
8,14,0,37,13,0,1,0,0,0,0,8,0,0,0,1,0,0
0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,2,0,0
52,42,2,98,15,1,4,1,0,1,1,14,0,0,1,2,0,0
40,77,4,37,4,3,4,0,0,1,0,29,16,2,10,22,0,2
5,3,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,0,0,15,3,1,0,0,0,0,0,2,0,0,0,1,0,0
18,56,2,40,26,6,1,1,4,0,0,11,0,2,3,8,0,3
9,3,4,2,0,0,0,0,1,0,0,1,1,0,0,0,0,1
12,10,2,18,12,2,0,0,0,0,0,7,2,0,0,12,0,2
30,47,0,66,24,10,1,1,3,0,0,17,2,0,0,10,0,0
5,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
7,11,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15,3,1,2,0,0,0,0,0,0,0,5,1,0,0,4,0,0
7,10,1,9,0,1,0,1,1,0,0,10,3,0,0,6,0,1
2,5,0,6,2,2,0,0,1,0,0,3,0,0,1,1,0,1
5,7,0,6,0,3,0,1,2,0,0,5,2,0,0,3,0,0
23,53,4,62,12,1,1,2,1,0,0,24,2,0,2,8,0,7
239,79,9,47,12,2,11,1,9,0,1,79,22,2,3,38,2,8
5,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
12,19,1,35,12,1,0,0,0,0,0,10,4,0,0,5,2,0
3,4,0,16,2,4,0,0,2,0,0,7,3,0,0,6,0,1
56,19,1,14,15,1,2,0,2,0,0,24,1,11,0,18,0,0
74,22,1,8,2,2,2,0,0,0,0,30,6,0,0,8,1,3
6,5,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1
2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,21,1,6,5,1,2,0,2,0,0,6,0,0,0,8,0,0
4,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,23,1,5,9,0,1,1,2,3,0,9,0,0,1,9,0,1
0,3,1,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0
9,3,0,7,2,2,0,0,2,0,0,11,2,0,0,4,0,0
6,13,0,5,5,0,0,0,1,0,0,10,0,0,0,12,0,1
14,7,0,22,4,0,0,0,1,0,0,9,1,1,1,1,0,2
175,70,9,39,2,1,1,2,3,0,0,42,7,0,0,17,2,5
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
21,67,3,58,31,4,2,0,0,1,0,21,2,1,0,17,0,5
6,4,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1
55,89,17,45,12,8,1,5,1,2,0,47,8,0,1,21,0,5
5,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1
8,8,0,8,0,0,0,0,0,2,0,3,0,0,0,1,0,0
2,5,1,5,0,0,0,0,0,0,0,4,3,0,0,0,1,0
7,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
12,20,1,46,25,6,1,1,0,0,0,16,0,0,0,6,1,1
15,23,0,5,5,0,0,0,0,1,0,10,0,0,4,3,0,0
58,40,0,112,51,41,1,1,1,0,0,16,0,0,6,10,0,0
6,5,2,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1
21,9,0,3,3,2,1,2,0,0,0,2,1,0,1,3,0,1
5,5,0,7,2,1,0,1,1,0,0,4,2,0,0,3,0,0
6,6,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1
28,49,1,54,12,5,3,1,0,0,0,14,0,0,0,1,0,0
245,191,14,67,36,4,9,7,23,0,0,64,2,0,0,32,3,10
12,7,3,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0
2,5,0,3,0,0,0,0,0,0,0,4,0,0,0,3,0,0
42,35,2,12,4,1,0,0,4,1,0,7,0,0,1,1,0,2
28,26,2,13,5,0,2,1,0,0,0,9,1,0,3,7,0,0
10,2,0,0,0,0,0,0,0,1,0,3,0,0,2,3,0,0
8,5,4,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1
64,51,0,17,11,3,2,2,4,0,0,9,0,0,0,7,0,0
3,3,1,2,1,0,0,0,0,0,0,3,1,0,0,0,0,1
2,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,8,1,2,6,0,0,1,0,0,0,1,0,0,0,3,0,1
7,7,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,5,0,3,0,1,0,0,0,0,0,3,0,0,0,2,0,0
11,24,0,55,18,4,0,3,0,0,0,7,0,0,0,4,2,0
4,4,2,2,0,1,0,0,0,0,0,1,3,0,0,0,0,0
0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0
58,80,4,46,16,2,10,9,11,1,0,52,8,0,0,16,0,6
34,33,5,42,9,2,4,0,0,0,0,24,2,1,0,14,0,5
5,5,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
16,24,2,44,11,2,2,1,1,1,1,23,5,0,1,13,0,5
4,4,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
1,4,0,3,1,0,1,1,1,0,0,6,1,0,0,0,0,0
8,5,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0
6,6,2,13,3,1,1,0,0,0,0,7,2,0,1,6,0,2
1,14,0,25,2,2,0,0,0,0,0,17,0,0,2,13,0,0
4,8,8,9,0,0,1,0,0,0,0,8,4,0,0,5,0,3
3,5,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
7,26,0,9,4,0,0,2,0,0,0,10,1,0,0,7,0,0
51,48,1,26,1,5,1,0,0,1,0,25,0,5,12,17,0,3
38,17,1,41,25,3,15,0,2,0,0,10,0,0,2,4,0,0
43,61,5,48,5,1,6,1,0,1,2,27,21,3,0,20,0,3
11,2,0,4,3,0,1,0,0,0,0,3,0,1,1,1,0,0
1,3,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0
50,84,7,72,5,4,6,3,5,0,0,36,2,0,0,27,0,5
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
99,97,7,94,13,4,6,10,5,0,0,67,13,3,3,46,2,8
4,5,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0
14,18,1,12,8,2,0,1,0,0,0,7,3,0,0,3,0,1
3,0,0,5,0,0,0,0,0,0,0,1,1,0,0,2,0,0
2,2,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
52,16,0,20,14,1,1,1,0,1,0,15,0,0,3,9,0,1
21,13,0,29,16,1,3,1,0,1,0,8,0,1,1,4,0,1
16,33,0,14,8,1,2,1,0,0,0,13,0,1,0,7,0,0
3,3,0,1,1,0,0,0,1,0,0,5,0,0,0,0,0,0
15,8,0,4,1,0,0,0,0,0,0,9,4,0,6,2,0,1
4,5,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,1
24,13,0,12,1,3,1,1,2,0,0,11,0,1,2,4,0,1
12,7,1,23,2,3,1,3,0,0,0,5,0,0,0,0,0,0
8,9,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
3,1,0,2,2,0,0,1,0,0,0,1,0,0,0,2,0,0
5,3,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0
1,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5,1,0,4,0,0,0,0,1,0,0,4,1,0,0,3,0,0
1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6,8,0,2,2,2,0,0,0,0,0,0,3,0,0,0,0,0
1,3,0,15,0,2,1,0,1,0,0,4,0,1,2,2,0,1
1,2,0,0,1,0,0,1,0,1,0,4,0,0,0,0,0,0
2,6,0,3,0,0,0,0,1,2,0,5,0,0,0,2,0,0
10,0,0,0,0,2,3,0,0,0,0,4,0,4,0,0,0,0
4,7,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0
4,1,0,0,1,0,1,0,0,0,0,3,0,0,0,2,0,0
2,1,0,2,1,0,0,1,0,0,0,2,0,0,0,1,0,0
3,5,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
5,7,0,17,9,0,0,0,0,0,0,11,0,0,1,1,0,1
9,5,1,1,3,0,0,0,2,0,0,2,0,0,0,3,0,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
18,16,3,38,19,4,1,0,0,0,0,20,0,0,1,6,0,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,4,0,1,0,1,0,1,0,0,0,3,0,1,1,1,0,0
8,3,0,0,0,2,3,0,0,0,0,1,1,0,7,5,0,0
9,2,0,1,0,0,0,0,1,0,0,2,0,1,0,1,0,0
7,2,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,0
5,6,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
17,3,0,3,3,2,2,1,0,0,0,5,2,0,0,3,0,0
3,12,1,2,0,0,0,0,0,0,0,2,2,0,0,0,0,1
8,0,0,2,1,4,1,1,1,0,0,2,0,4,0,2,0,0
8,9,1,5,1,0,0,0,0,0,0,1,3,0,1,2,0,0
34,23,1,28,7,0,1,0,0,0,0,16,1,0,0,3,2,0
8,9,1,4,1,1,0,0,0,0,0,0,3,0,0,0,0,0
3,0,0,7,0,1,1,0,0,0,0,2,0,0,0,0,0,1
3,1,0,1,3,0,0,0,1,0,0,0,0,0,0,3,0,0
92,48,2,112,87,7,2,6,1,0,0,17,0,1,0,11,1,1
35,33,0,18,22,2,2,1,0,0,0,11,0,4,1,25,0,2
5,4,0,10,9,1,2,1,0,0,0,4,0,0,0,0,1,0
12,6,1,1,1,1,0,1,0,0,0,0,3,0,0,2,0,0
3,7,0,23,6,1,5,0,0,0,0,6,0,0,0,6,1,1
5,11,1,6,1,0,1,0,0,0,0,4,0,0,0,1,0,0
1,3,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,1
28,17,2,30,12,3,1,3,3,0,0,8,0,0,0,1,0,0
9,10,0,15,3,1,0,0,0,1,0,6,0,0,0,1,0,0
4,3,0,7,2,1,0,1,0,0,0,3,0,0,0,0,2,0
7,13,3,11,4,5,1,1,0,0,1,7,1,1,0,1,2,0
19,31,0,6,3,0,1,1,0,0,0,4,0,0,14,5,0,2
0,4,3,1,1,1,2,0,0,0,0,3,0,0,0,8,0,0
6,6,1,1,0,1,0,0,0,0,0,1,3,0,0,0,0,1
9,26,0,5,2,1,0,3,2,0,0,10,0,0,1,5,0,3
4,1,0,11,1,1,0,0,0,0,0,6,0,0,0,0,0,0
5,7,1,4,0,0,0,0,0,0,0,7,0,0,1,1,0,1
26,56,7,59,38,5,2,0,0,1,0,15,0,0,1,11,2,2
16,12,1,22,23,0,1,0,0,3,0,13,5,0,0,6,3,0
4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18,13,0,16,7,0,0,0,0,0,0,7,0,0,0,1,0,0
5,7,1,8,0,0,0,0,0,0,0,1,3,0,0,0,0,0
0,3,1,3,3,2,1,0,0,0,0,4,0,1,0,0,0,0
5,9,0,12,11,0,0,0,0,0,0,2,0,0,0,2,0,0
4,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0
7,6,0,1,5,0,0,1,0,0,0,2,0,0,0,1,0,0
9,11,0,7,2,1,0,0,0,0,0,3,0,0,0,1,0,0
2,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
7,6,2,2,0,0,0,1,0,0,0,1,2,0,0,0,0,0
14,3,1,4,1,0,0,1,0,0,0,4,1,0,0,0,0,0
102,49,2,28,13,2,1,3,6,0,0,36,3,6,1,8,0,4
5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
3,4,1,3,2,0,1,0,0,0,0,6,1,0,0,3,0,2
22,16,1,9,4,2,1,0,0,0,0,8,0,0,0,1,0,0
15,5,0,3,1,0,0,0,0,0,0,2,0,0,0,1,0,0
12,10,1,53,13,8,0,3,0,1,0,14,0,0,0,5,1,2
7,9,0,2,4,0,0,0,0,2,0,4,0,0,0,1,0,0
1,16,2,4,2,1,0,0,0,0,0,2,1,0,0,10,0,2
3,6,3,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0
103,125,0,64,25,1,14,1,1,1,0,48,3,2,8,23,0,4
13,4,0,10,1,0,1,2,0,0,0,4,0,11,0,8,0,0
2,2,0,1,0,1,0,0,0,0,0,5,1,0,0,0,0,0
113,97,0,66,16,12,41,4,6,1,0,51,0,0,4,27,0,2
4,3,0,1,4,0,0,0,0,0,0,3,1,0,0,0,0,0
5,1,0,8,0,0,1,1,0,0,0,8,2,0,0,3,1,1
9,10,0,11,0,0,0,0,0,2,0,5,1,0,5,5,0,2
0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
20,13,0,2,5,1,4,0,0,0,0,9,5,0,1,9,0,1
7,4,3,7,1,0,0,1,1,0,0,1,2,0,0,0,0,0
2,7,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
6,7,1,2,8,0,1,0,1,0,0,4,0,0,0,2,0,0
11,21,4,5,2,1,1,0,0,0,0,6,0,0,0,9,0,1
12,4,0,14,2,0,0,0,0,0,0,6,2,7,1,3,0,1
33,21,2,76,40,5,1,1,0,0,1,27,2,1,0,9,2,2
3,5,0,1,3,0,1,0,0,0,0,2,0,0,0,0,0,0
9,37,2,13,1,1,0,0,0,0,0,6,4,0,0,1,0,1
2,12,0,19,11,1,0,0,0,0,0,6,0,0,0,6,0,0
6,4,0,1,1,0,0,0,1,1,0,3,0,0,0,2,0,1
5,3,0,3,3,1,2,1,0,0,0,4,0,0,0,1,0,0
19,76,3,14,0,1,2,1,0,2,0,25,0,0,2,5,0,0
4,9,0,7,9,0,1,0,0,0,0,4,0,0,0,0,1,0
9,5,2,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0
0,3,0,1,5,0,0,0,0,0,0,2,0,0,0,3,0,0
1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0
1,6,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0
104,51,0,22,17,8,14,1,0,0,0,27,13,0,5,8,0,1
60,38,5,16,1,1,1,1,1,0,0,14,2,0,0,4,0,1
7,9,0,3,1,0,0,1,1,0,0,5,0,1,0,2,1,0
10,5,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3,7,0,13,3,3,0,0,0,0,0,6,0,0,0,1,0,0
12,5,0,5,0,0,1,0,0,0,0,3,2,0,0,1,0,1
6,8,0,5,4,0,0,0,0,0,0,2,1,0,0,0,0,0
1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,71,1,15,3,2,3,1,2,0,0,20,1,0,1,9,0,2
12,8,4,2,0,0,0,0,1,0,0,0,3,0,0,0,0,1
32,28,1,15,1,1,0,0,0,2,0,14,2,0,0,4,0,1
2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
9,7,0,1,2,0,0,0,0,0,0,4,0,0,0,5,0,1
29,15,2,20,3,1,0,0,0,1,0,12,11,0,0,11,0,0
6,5,3,3,0,1,1,0,1,0,0,0,3,0,0,0,0,0
3,6,0,4,1,0,0,0,0,0,0,4,1,0,0,3,0,0
11,4,1,2,0,1,0,0,0,0,0,4,0,0,0,5,3,0
18,12,0,8,0,0,1,0,0,0,0,5,0,1,0,11,0,0
10,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
10,2,0,2,2,0,0,0,0,0,0,2,0,1,0,1,0,0
3,3,3,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2,9,0,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0
5,4,0,4,0,0,0,1,0,1,0,3,0,1,0,0,0,0
4,6,1,4,0,0,0,1,0,0,0,7,3,0,0,3,0,0
8,18,2,2,0,0,1,0,0,0,0,3,3,0,0,3,3,1
66,93,8,23,0,4,3,0,1,0,0,12,10,0,0,14,6,8
12,16,3,11,0,1,1,0,0,0,0,7,3,0,0,9,4,1
5,6,3,2,1,0,0,0,0,0,0,1,4,0,0,0,0,0
72,62,9,41,1,3,3,1,0,0,0,19,8,0,0,23,6,4
5,3,1,5,0,0,0,1,0,0,0,3,3,0,0,4,0,0
7,11,0,30,4,2,0,0,0,0,0,8,1,0,0,3,0,1
7,3,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0
5,2,0,7,1,0,0,0,0,0,0,4,0,0,1,0,0,0
5,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5,5,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0
5,4,1,7,0,1,1,0,0,0,0,8,0,0,0,6,0,0
