ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,X,PROPN,PUNCT,SCONJ,SYM,VERB,SPACE,CONJ
66,81,33,33,28,87,0,185,12,33,21,0,80,82,19,0,144,10,0
65,125,28,43,29,100,0,194,12,31,42,0,135,140,9,0,146,8,0
70,106,42,33,29,99,0,149,14,28,23,0,146,121,14,0,117,0,0
43,60,14,21,17,57,0,96,9,28,27,0,96,93,10,0,78,1,0
44,69,29,33,15,81,2,114,9,30,46,0,122,123,16,0,108,5,0
21,33,8,20,11,29,0,52,5,12,20,0,46,51,7,0,38,0,0
18,37,10,15,7,30,0,54,3,12,16,0,51,47,12,0,43,0,0
6,15,1,6,2,9,0,17,1,3,1,0,30,19,2,0,10,0,0
20,57,26,18,7,54,1,100,6,28,13,0,70,83,6,1,96,0,0
10,48,11,10,2,33,0,51,8,4,12,0,35,37,6,0,29,3,0
32,36,22,18,10,42,0,73,10,11,23,0,43,64,11,1,72,6,0
16,43,5,12,4,40,0,56,5,14,10,0,70,55,7,0,43,1,0
20,36,8,10,6,40,0,68,5,13,5,0,58,34,8,0,50,2,0
34,59,11,15,7,64,0,115,17,23,11,0,62,76,6,3,78,3,0
19,48,12,13,11,41,0,69,2,14,8,0,79,60,4,0,39,2,0
19,38,10,19,7,34,0,58,3,12,14,0,70,43,6,0,48,2,0
75,100,28,34,20,102,0,178,10,39,31,0,172,141,27,1,124,3,0
10,18,6,9,8,16,0,29,1,9,3,0,22,22,0,0,18,1,0
19,63,13,15,6,42,0,91,9,16,16,0,64,58,5,1,63,5,0
2,8,0,2,0,6,0,10,0,3,1,0,22,14,1,0,7,0,0
19,31,6,9,4,23,0,45,4,11,3,0,62,37,3,0,29,2,0
4,9,1,2,1,11,0,14,1,3,1,0,20,18,1,0,9,0,0
53,92,19,37,22,86,1,149,6,35,50,0,121,125,22,1,123,1,0
6,11,1,0,4,10,0,14,0,2,3,0,22,16,1,0,11,1,0
16,34,7,7,5,40,0,45,8,8,5,0,58,32,4,3,38,0,0
22,33,6,9,8,28,0,43,7,10,7,0,53,41,4,0,31,0,0
10,7,1,2,1,6,0,7,2,1,2,0,22,20,0,0,4,0,0
7,10,2,1,4,10,0,21,2,2,0,0,25,15,3,0,15,2,0
4,10,0,2,2,7,0,9,2,4,5,0,28,14,2,0,10,0,0
6,10,5,5,1,6,0,11,0,3,2,0,17,16,0,0,5,2,0
0,6,5,2,1,2,0,11,0,2,3,0,19,12,1,0,8,0,0
49,92,17,23,15,69,0,131,12,18,33,1,141,102,10,1,98,1,0
5,10,4,0,3,11,0,16,2,2,0,0,23,17,0,0,12,1,0
29,94,19,23,15,89,0,132,26,32,7,0,117,72,13,7,89,6,0
36,56,15,23,7,59,0,79,9,18,17,0,108,76,14,1,68,3,0
29,38,11,19,7,33,0,56,8,10,11,0,66,44,9,0,38,2,0
81,81,2,6,22,25,0,154,7,3,9,0,355,159,4,0,29,8,0
67,66,14,17,33,72,0,147,3,18,7,0,68,73,5,0,83,2,0
22,43,15,11,14,44,0,91,3,16,3,0,69,47,3,0,57,6,0
40,34,12,23,20,58,1,98,3,24,17,0,69,73,13,0,79,4,0
2,7,1,2,1,6,0,13,1,4,4,0,17,13,0,0,12,1,0
42,64,27,16,13,78,0,160,11,18,17,0,49,67,15,1,91,2,0
74,124,47,52,31,120,0,175,21,30,47,0,177,156,25,0,143,11,0
17,29,3,9,6,34,0,54,5,8,9,0,38,38,3,0,49,3,0
34,41,12,13,8,43,0,66,4,9,8,0,49,39,3,0,43,0,0
47,81,7,26,30,74,0,145,24,18,16,0,162,91,9,1,64,2,0
86,82,2,5,22,25,0,154,7,2,10,0,364,160,3,0,30,9,0
87,164,45,40,34,147,1,297,28,31,30,0,163,178,14,1,160,10,0
54,108,30,32,11,97,0,139,12,25,36,0,136,126,13,0,128,1,0
53,57,12,20,11,58,0,91,4,20,22,0,77,66,14,0,83,3,0
3,9,1,0,1,8,0,14,1,1,2,0,19,15,0,0,9,0,0
39,78,17,36,18,67,0,128,9,24,19,0,136,94,11,0,81,6,0
1,4,0,3,2,3,0,7,0,1,0,0,25,8,1,0,6,1,0
5,5,1,4,0,2,0,8,1,1,0,0,15,11,1,0,7,0,0
18,30,5,15,9,40,0,69,3,15,11,0,54,35,6,1,46,2,0
40,55,19,17,14,69,0,116,3,20,6,0,54,54,7,0,74,0,0
21,57,16,14,13,43,1,79,8,14,12,0,67,60,10,0,62,3,0
31,47,17,14,19,50,0,82,2,16,15,0,101,66,11,0,67,6,0
90,83,41,40,33,90,0,183,13,50,21,0,101,92,21,1,124,11,0
24,41,9,18,8,51,0,68,6,15,14,0,80,58,8,1,61,0,0
27,38,11,11,9,41,1,74,4,20,14,0,77,61,16,0,69,2,0
31,65,17,32,10,55,0,143,9,25,29,0,65,87,7,0,72,6,0
11,26,12,15,1,29,0,49,8,13,3,0,63,34,5,0,34,3,0
16,23,5,10,2,26,0,37,2,7,11,0,39,32,4,0,30,5,0
28,47,13,8,17,47,0,114,7,14,9,0,32,43,4,1,62,2,0
69,141,51,50,24,143,0,232,18,28,56,0,102,127,22,3,151,12,0
65,76,21,35,20,73,1,129,10,31,23,0,101,70,16,0,96,5,0
56,107,24,33,27,123,0,220,8,30,33,0,156,121,15,0,126,2,0
14,35,14,8,5,34,0,47,6,8,15,0,40,32,11,0,38,1,0
32,43,19,23,10,49,1,100,5,17,27,0,44,60,17,0,79,2,0
48,63,32,25,14,82,0,137,4,27,28,0,74,79,14,0,99,3,0
46,73,16,26,19,60,0,118,13,24,27,0,135,88,6,1,77,0,0
53,65,17,26,22,64,0,130,17,20,33,0,83,84,19,1,85,4,0
70,92,43,27,27,101,0,254,12,36,26,0,145,133,18,2,160,9,0
46,97,20,32,25,67,0,133,18,23,25,0,145,74,11,1,80,12,0
18,49,22,25,7,51,0,69,12,11,30,0,65,69,7,1,57,5,0
33,51,14,23,6,56,0,111,14,14,14,0,44,47,15,2,76,0,0
46,62,18,15,19,71,0,155,23,26,15,1,75,76,10,4,101,5,0
62,83,30,29,22,78,0,192,15,23,35,0,120,114,19,1,138,4,0
80,71,2,4,27,25,0,155,7,3,10,0,358,148,3,0,35,11,0
4,4,0,2,1,2,0,5,1,1,0,0,19,8,0,0,3,0,0
8,13,0,1,3,3,0,11,2,2,2,0,36,11,1,0,9,1,0
52,51,12,16,12,50,0,86,8,23,7,0,91,61,5,0,69,14,0
35,61,15,21,17,49,0,88,2,13,22,0,82,62,12,0,63,2,0
42,72,6,24,28,67,0,137,23,18,13,0,149,80,9,1,54,3,0
14,21,3,7,6,19,0,42,2,9,4,0,35,23,5,0,25,1,0
19,50,6,10,12,51,0,104,6,21,12,0,64,68,7,1,62,8,0
66,112,15,27,28,101,0,220,17,33,31,0,190,130,19,0,146,5,0
12,21,4,11,3,14,0,21,0,8,13,0,27,25,5,0,28,1,0
32,44,18,12,11,53,0,94,19,18,2,0,61,58,9,0,57,1,0
42,75,16,16,17,58,0,116,20,24,17,0,137,79,7,5,80,5,0
63,129,39,47,35,123,0,244,14,32,42,0,153,137,30,2,159,7,0
21,36,8,9,7,38,0,61,4,12,3,0,55,37,9,0,45,0,0
43,70,6,24,28,65,0,136,22,19,12,0,148,79,9,1,54,2,0
37,53,9,9,10,51,0,93,13,9,6,0,57,45,7,2,51,1,0
39,73,14,12,15,49,0,105,20,13,9,0,103,58,5,4,58,5,0
81,77,2,4,29,26,0,164,7,4,4,0,406,179,3,0,23,13,0
30,40,12,10,5,45,0,66,7,17,4,0,78,47,6,0,43,0,0
1,7,0,0,1,2,0,7,0,0,2,0,14,9,0,0,6,0,0
14,17,4,6,5,16,0,31,2,1,3,0,24,28,2,0,20,1,0
5,13,1,4,2,10,0,13,3,7,6,0,21,16,2,0,15,0,0
38,46,7,12,17,43,0,115,5,19,9,0,86,75,9,1,68,1,0
14,22,2,3,4,8,0,30,2,3,4,0,62,25,1,0,7,2,0
17,43,8,8,8,37,0,53,3,6,8,0,54,36,6,0,38,1,0
10,25,7,9,5,30,0,45,3,12,6,0,32,20,8,0,37,0,0
37,92,20,30,25,96,0,175,15,24,27,0,179,102,9,0,87,11,0
3,3,0,2,0,5,0,11,0,2,2,0,12,9,1,0,9,0,0
31,47,6,20,10,48,0,70,8,17,21,0,76,57,16,2,62,1,0
1,6,1,4,3,9,0,16,0,4,3,0,28,12,2,0,11,0,0
38,55,3,12,9,35,0,65,6,7,6,0,113,60,4,0,31,7,0
43,84,12,24,22,55,0,142,11,28,13,0,110,79,19,0,91,2,0
1,3,0,2,1,2,0,4,0,1,0,0,19,7,0,0,3,0,0
1,4,0,1,0,3,0,5,0,0,0,0,12,7,0,0,3,0,0
2,7,0,0,1,6,0,8,0,0,0,0,19,10,1,0,7,1,0
25,52,9,10,14,45,0,102,10,16,10,0,56,60,3,4,69,1,0
24,37,8,11,11,27,0,67,3,9,4,0,64,37,7,0,35,1,0
22,53,9,16,11,44,0,99,7,27,14,0,76,59,6,1,66,1,0
26,44,6,18,14,38,0,103,9,8,11,0,62,45,4,2,43,1,0
13,11,1,1,2,11,0,16,1,4,0,0,19,9,2,0,9,0,0
7,12,0,5,2,10,0,20,2,4,4,0,18,16,3,0,8,1,0
1,7,0,1,0,6,0,9,3,1,3,0,18,11,1,0,6,0,0
2,7,0,2,0,4,0,10,2,1,0,0,12,8,1,0,6,1,0
5,8,2,3,3,4,0,12,2,3,0,0,31,11,2,0,9,0,0
89,77,2,4,28,23,0,164,6,3,5,0,398,165,3,0,25,12,0
33,71,17,29,14,78,0,113,13,24,20,0,79,76,17,0,84,3,0
5,7,0,2,0,4,0,8,1,3,5,0,17,10,4,0,13,0,0
44,69,18,26,15,74,0,155,6,24,24,0,78,85,7,0,89,3,0
82,108,22,38,41,86,0,219,21,30,18,0,108,92,16,2,93,9,0
57,100,30,42,23,82,0,132,14,36,45,0,143,143,24,1,131,6,0
21,33,13,14,8,27,0,47,1,13,24,0,50,41,15,0,47,1,0
106,124,45,42,34,122,0,207,4,45,45,0,170,161,22,0,162,5,0
6,36,8,8,8,30,0,63,2,18,11,0,51,38,6,0,46,1,0
20,49,10,23,4,53,0,79,17,15,8,0,56,45,10,4,59,4,0
5,18,9,11,4,23,0,23,1,2,3,0,26,23,1,0,17,2,0
6,7,0,1,1,4,0,7,0,0,1,0,18,14,1,0,6,0,0
7,14,2,1,3,14,0,15,2,4,3,0,15,13,3,0,15,0,0
3,11,3,3,2,11,0,11,0,2,4,0,16,15,2,0,11,0,0
5,12,7,4,4,18,0,23,1,3,5,0,18,22,4,0,21,3,0
3,7,1,5,1,13,0,13,0,3,0,0,16,14,2,0,5,1,0
4,17,0,3,4,15,0,20,0,4,4,0,15,16,3,0,14,1,0
44,78,11,21,12,74,0,128,3,14,9,0,121,76,10,0,66,6,0
43,77,18,24,13,69,0,136,27,24,10,0,76,69,13,3,79,0,0
3,15,1,1,0,12,0,13,2,1,0,0,19,12,1,0,6,1,0
17,35,6,9,6,32,0,50,11,7,4,0,43,27,3,0,31,0,0
3,2,1,2,1,5,0,12,0,1,0,0,19,15,1,1,4,0,0
87,143,47,36,41,114,0,243,25,49,59,0,137,183,17,0,170,2,0
2,9,1,1,2,9,0,10,2,0,0,0,17,11,0,0,5,1,0
87,76,2,5,27,23,0,163,6,4,4,0,386,164,3,0,25,12,0
5,11,3,2,3,6,0,9,1,2,2,0,63,26,2,0,9,2,0
37,86,37,34,27,84,1,151,19,26,62,0,73,112,22,0,150,2,0
34,74,21,21,19,51,0,177,23,30,16,0,64,88,14,1,100,10,0
32,57,9,12,11,56,0,90,2,15,11,0,101,77,6,2,67,0,0
38,97,18,33,22,90,0,161,13,27,33,0,155,127,11,0,103,0,0
28,48,8,14,10,35,0,62,5,15,12,0,67,40,8,0,57,1,0
42,82,27,38,20,63,0,105,8,18,29,0,125,89,10,0,68,1,0
28,39,5,10,6,38,0,72,20,16,12,0,54,47,11,7,52,4,0
21,35,11,8,3,37,0,59,8,10,3,0,46,37,2,1,33,0,0
2,6,0,3,1,5,0,8,2,1,0,0,19,11,1,0,7,3,0
45,89,40,27,16,85,0,140,20,23,26,0,90,114,11,3,79,6,0
76,115,38,38,33,124,1,190,19,32,50,0,129,144,19,2,137,10,0
96,135,30,40,25,141,0,228,14,40,36,0,175,149,15,1,143,9,0
5,8,0,2,5,7,0,17,0,1,1,0,27,15,0,0,9,1,0
21,36,8,21,9,40,1,63,7,15,13,0,50,43,11,0,40,1,0
19,33,4,7,3,22,0,41,16,5,2,0,38,25,5,0,27,0,0
8,18,8,20,9,21,0,22,1,7,10,0,56,36,9,0,36,0,0
30,44,5,12,17,45,0,85,9,9,4,0,84,46,5,0,27,1,0
85,75,3,5,27,28,0,161,6,2,7,0,387,159,4,0,20,10,0
9,24,4,7,2,22,0,38,0,10,1,0,40,36,3,0,21,2,0
55,63,35,35,25,60,0,131,8,16,28,0,90,94,21,1,112,2,0
2,7,0,3,1,7,0,9,0,2,0,0,24,10,0,0,4,2,0
19,32,9,12,5,37,0,53,7,11,9,0,45,41,1,0,31,1,0
10,13,2,3,1,11,0,15,0,2,5,0,21,20,1,0,15,1,0
6,11,0,0,5,11,0,22,3,3,1,0,16,15,0,0,11,1,0
18,40,12,13,8,40,0,61,7,6,9,0,60,48,10,0,58,6,0
43,59,12,27,21,69,0,109,10,10,11,2,87,69,12,1,72,2,0
97,96,42,54,28,109,0,201,19,37,41,0,138,168,19,0,136,15,0
86,108,23,30,26,111,0,247,54,30,24,1,108,153,19,11,136,8,0
38,58,10,13,17,52,0,140,49,14,4,0,144,79,5,14,52,15,0
107,118,26,30,29,129,0,221,19,36,24,0,120,143,14,1,114,17,0
57,111,28,39,24,103,1,192,8,34,44,0,135,129,20,0,119,10,0
14,33,11,21,7,28,2,40,2,12,27,0,43,50,13,0,48,0,0
4,7,0,1,3,6,0,10,1,1,6,0,19,15,1,0,13,0,0
30,41,17,22,10,49,1,72,3,15,30,0,62,79,14,0,58,2,0
6,10,1,5,3,3,0,13,2,2,3,0,20,14,0,0,10,0,0
64,83,30,45,33,92,0,144,21,48,26,0,165,103,17,2,136,11,0
81,75,4,4,26,25,0,152,6,2,6,0,382,155,2,0,18,12,0
25,50,20,21,23,66,0,80,2,14,46,0,66,112,7,0,87,1,0
25,44,10,20,6,50,0,97,11,12,10,0,54,46,15,0,50,2,0
66,99,34,37,30,103,1,162,9,41,29,0,161,118,17,2,122,4,0
48,53,9,11,14,53,0,102,15,14,15,0,72,59,13,3,62,4,0
22,31,11,12,7,27,1,60,1,11,7,0,42,41,5,0,52,4,0
19,32,11,11,4,30,0,38,5,8,23,0,49,43,8,0,39,1,0
25,39,10,13,9,38,1,66,2,17,11,0,60,45,5,0,53,0,0
15,46,14,13,9,49,3,71,4,13,8,0,47,60,9,0,61,3,0
2,8,1,0,2,7,0,10,0,0,4,0,18,17,0,0,8,0,0
16,44,15,7,3,35,0,55,4,10,12,0,81,57,5,0,57,0,0
5,8,2,5,4,9,0,20,0,0,6,0,19,23,0,0,11,1,0
5,15,2,2,4,11,1,18,0,7,5,0,18,19,3,0,21,1,0
27,41,4,11,6,37,0,59,2,16,8,0,67,46,8,0,45,2,0
20,46,12,13,2,41,1,67,8,7,9,0,67,33,9,0,43,2,0
60,117,25,35,24,113,1,186,4,32,38,0,152,125,28,0,128,7,0
68,96,22,38,24,78,0,197,20,43,41,0,78,90,23,0,135,8,0
6,16,2,7,5,17,0,21,3,2,7,0,17,19,3,0,15,0,0
7,12,7,4,5,14,0,21,1,1,5,0,20,20,3,0,18,0,0
7,10,5,7,2,8,0,16,0,3,9,0,25,20,3,0,16,1,0
35,71,8,17,16,106,0,144,2,14,15,0,98,88,11,1,75,4,0
25,60,11,9,9,60,0,88,18,11,14,0,74,58,11,1,59,5,0
7,21,5,10,3,17,0,28,0,6,8,0,38,29,4,0,20,0,0
8,14,1,2,1,14,0,18,2,3,1,0,32,19,2,0,16,0,0
104,111,35,46,42,107,0,259,23,41,28,0,172,163,27,3,169,8,0
65,121,38,34,30,102,0,204,17,37,35,0,150,133,22,2,132,6,0
64,111,20,29,36,98,0,204,7,26,32,0,181,126,12,1,121,5,0
1,8,1,0,3,7,0,19,1,1,2,0,18,10,0,0,14,0,0
47,70,17,25,28,65,0,149,11,28,13,0,120,89,17,2,81,5,0
72,116,29,35,36,97,1,196,12,20,33,0,204,162,28,0,116,4,0
75,102,12,35,31,70,0,187,12,28,24,0,156,98,11,0,93,3,0
63,75,2,3,24,27,0,143,5,2,6,0,352,150,2,0,16,11,0
7,4,0,3,1,2,0,12,0,2,0,0,18,13,2,0,6,0,0
75,97,38,38,35,100,0,237,22,42,32,1,136,140,13,2,163,2,0
4,12,1,3,2,14,0,12,0,2,4,0,25,17,0,0,11,0,0
14,22,2,6,5,9,0,33,10,4,4,0,48,24,3,2,17,3,0
34,56,9,13,15,55,0,98,9,13,4,0,68,55,3,0,54,3,0
41,51,28,19,14,39,0,123,21,16,10,0,88,83,13,0,65,4,0
3,5,1,0,2,7,0,12,0,4,4,0,15,11,2,0,18,0,0
20,34,6,13,12,22,0,42,2,8,16,0,54,36,8,0,37,2,0
5,8,0,1,1,7,0,10,0,3,0,0,21,8,2,0,11,0,0
2,8,1,2,1,5,0,13,0,2,1,0,19,9,1,0,7,0,0
7,3,2,2,2,6,0,6,0,2,2,0,13,8,1,0,8,2,0
2,10,3,0,0,7,0,12,2,0,1,0,21,8,2,0,8,0,0
36,45,6,13,7,49,0,86,2,8,3,0,59,52,8,0,49,1,0
20,46,2,15,9,38,0,62,4,8,11,0,65,49,7,0,41,0,0
31,45,8,17,12,53,0,74,2,14,22,0,70,80,10,0,58,3,0
6,13,2,0,4,5,0,15,0,1,3,0,70,22,1,0,12,0,0
18,18,6,16,6,19,0,22,0,5,14,0,42,33,5,0,22,3,0
7,8,4,3,3,5,0,8,1,2,1,0,22,11,1,0,5,0,0
3,8,1,8,1,6,0,17,0,5,7,0,19,16,1,0,13,1,0
2,6,2,2,0,3,0,5,0,0,3,0,25,12,1,0,7,0,0
21,18,9,8,4,33,0,44,2,10,3,0,41,23,7,0,33,0,0
45,73,18,16,18,56,0,108,0,25,21,0,64,60,17,0,82,1,0
55,84,32,33,29,78,0,149,5,23,30,0,150,140,17,0,98,5,0
13,47,6,13,12,50,0,58,4,11,5,0,97,36,5,0,37,8,0
42,74,13,19,16,85,0,113,1,23,19,0,111,112,13,0,79,9,0
64,79,3,13,27,37,0,155,9,6,9,0,360,149,7,0,32,14,0
80,110,23,43,29,101,0,194,21,35,29,0,183,117,21,0,119,11,0
24,51,9,17,4,43,0,67,16,19,11,0,55,37,9,5,46,4,0
7,12,2,2,2,6,0,19,1,1,3,0,32,15,0,0,12,1,0
25,34,10,11,7,36,0,68,2,13,3,1,73,53,11,0,50,2,0
38,34,3,14,4,33,0,65,5,18,10,0,68,31,5,0,45,3,0
69,75,16,30,17,64,0,141,7,25,26,0,71,87,21,0,97,7,0
27,52,10,21,11,36,0,110,11,17,9,0,42,51,9,0,56,1,0
70,98,26,33,31,101,0,176,10,29,29,0,149,114,17,0,107,7,0
37,51,22,18,16,51,0,115,22,25,13,0,63,57,12,0,91,10,0
19,60,11,19,4,47,0,99,15,22,16,0,70,61,6,6,64,3,0
18,32,0,3,10,11,0,61,3,3,4,0,59,39,1,0,18,4,0
7,10,1,6,1,6,0,14,1,1,2,0,32,14,3,0,13,0,0
4,8,0,1,0,3,0,8,1,3,0,0,24,9,0,0,6,1,0
72,112,27,32,27,106,0,184,8,36,45,0,114,122,10,0,122,6,0
27,38,14,18,11,51,0,64,8,10,21,0,55,89,4,0,53,3,0
15,44,11,8,5,41,0,85,15,7,6,0,26,42,4,0,43,0,0
84,105,25,43,28,99,0,213,7,35,35,0,150,129,17,0,117,6,0
37,58,14,17,30,48,0,87,1,19,13,0,101,47,10,0,79,1,0
60,68,13,22,24,84,0,164,15,32,13,0,101,89,16,2,107,7,0
7,11,2,5,3,7,0,12,0,4,7,0,23,12,1,0,9,0,0
30,81,17,23,17,87,0,136,13,21,19,0,150,83,12,0,79,10,0
53,78,20,29,24,74,0,133,7,30,14,0,118,90,15,0,85,1,0
7,17,3,6,2,9,0,17,0,4,3,0,23,12,3,0,13,0,0
68,85,27,31,24,79,0,192,15,22,16,0,88,106,18,3,107,3,0
4,5,0,2,1,3,0,4,0,2,3,0,25,14,0,0,8,1,0
16,31,10,18,4,28,0,57,8,19,8,0,41,35,7,2,47,4,0
45,69,12,23,11,61,0,87,6,10,35,0,107,80,16,0,76,1,0
6,8,3,3,1,10,0,15,1,2,2,0,24,15,2,0,11,0,0
67,85,1,8,25,36,0,161,7,3,11,0,376,157,5,0,27,13,0
31,79,24,25,17,68,0,99,21,27,27,0,124,74,14,2,100,7,0
59,95,32,38,27,112,0,203,10,23,26,0,100,97,16,0,113,11,0
4,11,1,3,1,9,0,13,1,2,2,0,19,8,1,0,13,1,0
4,6,1,2,0,8,0,10,0,1,1,0,21,11,1,0,9,0,0
55,76,29,20,18,76,0,141,10,15,25,0,86,86,7,2,102,5,0
5,3,1,3,1,7,0,10,0,5,4,0,19,16,1,0,12,0,0
1,4,2,2,1,5,0,11,0,2,0,0,18,8,0,0,7,0,0
20,54,17,17,11,46,0,75,11,12,27,0,62,73,5,0,57,4,0
45,77,16,13,13,55,0,117,12,20,16,0,126,77,11,0,86,1,0
17,52,14,17,15,47,0,86,12,16,7,0,78,42,9,3,53,4,0
9,17,2,1,2,14,0,28,0,6,3,0,19,17,2,0,16,1,0
5,4,0,2,0,3,0,6,1,2,0,0,18,13,0,0,6,1,0
3,12,1,6,1,9,0,11,0,4,7,0,16,16,3,0,18,0,0
6,9,2,4,4,5,0,13,2,1,0,0,25,13,2,0,5,0,0
52,74,1,4,20,31,0,133,5,4,11,0,356,143,6,0,25,12,0
28,34,12,17,8,34,0,65,13,15,21,0,44,56,13,0,55,4,0
3,12,3,8,4,7,0,12,0,1,4,0,25,13,3,0,7,1,0
6,5,0,1,3,6,0,7,1,4,1,0,18,6,0,0,9,2,0
15,12,6,8,2,9,0,15,3,7,8,0,16,19,4,0,15,0,0
10,11,0,6,0,9,0,12,0,3,6,0,16,13,2,0,15,1,0
13,25,7,6,5,15,0,23,0,4,11,0,33,24,5,0,33,0,0
30,41,10,13,7,58,0,76,4,14,13,0,54,56,7,0,71,2,0
43,77,30,34,26,87,1,144,15,18,9,0,90,78,13,0,69,12,0
33,43,11,17,11,43,0,72,4,12,21,0,59,50,9,0,63,3,0
5,7,2,2,0,6,0,6,0,3,1,0,13,8,0,0,8,0,0
4,9,4,1,5,13,0,12,0,2,1,0,17,9,1,0,10,2,0
88,151,33,57,35,122,0,226,9,44,42,0,204,135,21,0,146,17,0
5,9,1,5,2,9,0,15,1,4,8,0,22,20,6,0,21,0,0
41,36,24,24,14,53,1,69,4,7,28,0,44,65,9,0,51,0,0
3,10,2,4,0,3,0,12,0,4,6,0,15,17,0,0,9,0,0
62,76,14,18,24,76,0,168,14,17,9,0,103,79,14,4,97,4,0
58,61,14,15,19,67,0,128,16,20,7,0,84,81,9,0,60,1,0
26,45,7,18,11,41,0,80,5,21,8,0,56,49,9,1,59,5,0
61,92,20,42,18,77,0,151,12,35,24,0,158,104,11,0,104,2,0
33,39,11,17,11,41,1,67,7,15,17,0,56,55,8,0,46,10,0
52,52,18,31,14,56,0,94,5,21,27,0,62,72,9,0,71,3,0
36,58,17,16,13,45,0,85,8,10,18,0,84,67,12,0,55,2,0
83,117,23,45,42,103,0,235,7,46,42,0,148,122,22,0,141,9,0
18,32,11,10,11,33,0,53,4,17,10,0,48,31,6,0,45,0,0
24,51,8,6,18,48,0,80,15,11,2,0,43,46,2,2,40,0,0
40,70,18,26,19,58,0,121,14,23,26,0,101,72,6,0,87,3,0
69,100,35,58,37,100,0,165,14,50,30,0,152,117,21,1,127,3,0
32,67,9,15,13,48,0,83,4,13,11,0,73,46,5,0,71,1,0
7,14,4,5,2,6,0,16,4,4,5,0,19,16,0,0,10,0,0
70,111,34,41,34,83,0,182,20,29,36,0,145,125,10,0,92,7,0
31,44,11,8,11,28,0,63,4,17,25,0,73,52,11,0,61,2,0
33,50,10,16,7,53,0,75,5,10,15,0,59,49,5,0,33,1,0
25,46,10,6,9,45,0,97,19,11,10,0,47,49,7,5,72,3,0
31,51,9,9,11,52,0,112,25,14,8,0,24,49,4,6,40,1,0
46,75,16,26,20,75,0,136,3,24,21,0,55,81,12,0,79,5,0
50,77,32,24,18,59,1,162,20,14,5,0,54,84,19,4,72,4,0
24,37,12,19,22,40,0,62,3,11,11,0,51,44,11,0,50,1,0
44,42,12,14,16,39,0,98,10,17,16,0,76,86,8,2,66,0,0
10,15,4,12,3,16,0,41,2,10,8,0,25,28,4,0,26,1,0
4,7,1,3,0,7,0,24,0,5,2,0,16,22,0,0,10,2,0
46,59,16,12,18,49,0,113,3,22,5,0,69,49,6,0,70,0,0
57,93,28,28,19,92,0,187,10,39,21,0,100,91,14,1,127,1,0
28,67,16,18,20,50,0,88,1,15,26,0,57,62,8,0,57,2,0
29,48,16,7,15,56,0,85,8,15,7,0,73,44,5,0,60,0,0
5,9,1,3,0,11,0,16,0,4,3,0,16,11,0,0,8,0,0
79,123,32,55,31,107,0,246,16,37,31,0,199,137,23,1,137,5,0
46,60,2,5,19,26,0,114,5,2,8,0,316,129,3,0,15,8,0
57,96,16,26,13,63,0,150,14,21,18,0,101,68,15,1,98,18,0
73,103,27,25,19,96,0,172,15,22,28,0,120,139,12,2,97,0,0
100,96,18,36,38,100,0,165,10,27,46,0,178,160,19,1,110,3,0
21,57,9,20,18,44,0,81,10,9,12,0,76,46,5,0,52,2,0
26,45,13,20,15,47,0,79,4,19,19,0,73,61,8,0,50,3,0
16,28,4,3,2,22,0,40,6,2,3,0,27,20,1,1,21,6,0
26,48,11,22,11,44,0,74,7,20,20,0,87,64,10,0,60,0,0
31,50,16,22,13,56,0,97,7,24,33,0,69,67,6,1,91,4,0
54,76,18,29,17,73,0,130,15,18,11,0,141,77,14,5,74,8,0
58,68,27,32,19,72,1,135,15,32,37,0,71,82,7,3,104,4,0
64,92,19,39,13,69,1,133,17,27,35,0,111,96,15,0,84,4,0
34,41,0,17,8,56,0,77,7,13,13,0,61,69,4,0,56,4,0
54,59,18,44,17,65,0,115,13,31,39,0,73,98,14,0,94,1,0
20,36,1,9,9,27,0,59,2,13,6,1,51,34,7,0,41,0,0
29,50,5,17,10,55,0,105,5,14,7,0,44,43,7,1,48,0,0
2,8,0,5,1,5,0,12,0,4,0,0,22,9,0,0,6,0,0
20,43,8,17,9,39,0,92,7,11,10,1,63,38,11,0,56,1,0
41,52,8,8,21,32,0,120,14,10,5,0,48,57,6,1,61,3,0
33,33,7,10,10,36,0,48,3,15,6,0,78,37,5,0,34,0,0
33,62,15,19,8,52,1,105,2,13,14,0,111,70,16,0,65,4,0
11,11,0,12,5,18,0,27,1,6,6,0,29,25,2,0,17,1,0
22,62,18,26,6,39,0,68,10,8,20,0,109,65,11,0,52,1,0
4,5,2,5,2,16,0,10,0,5,4,0,30,25,0,0,24,0,0
46,56,15,19,14,55,0,84,6,17,22,0,85,54,10,0,67,0,0
33,62,18,13,15,54,0,125,1,19,8,0,64,52,8,0,76,3,0
29,39,14,16,13,51,0,68,1,18,6,0,95,69,9,0,62,3,0
31,60,6,8,14,27,0,92,7,7,10,0,69,53,13,0,48,3,0
95,121,24,43,31,122,0,196,9,33,43,0,153,141,27,0,138,2,0
63,58,3,4,19,28,0,107,5,4,9,0,291,117,3,0,18,9,0
22,41,7,11,14,45,0,75,2,13,6,0,51,38,9,0,65,0,0
23,48,17,27,10,47,0,57,9,18,13,0,112,65,10,0,58,2,0
8,7,0,6,3,6,0,17,0,4,0,0,20,14,0,0,9,0,0
